dataset,method,method_label,seed,run_id,sample_index,question,choices,prediction_text,parsed_answer,gold_answer,valid,correct,best_test_acc,final_test_acc,checkpoint_path
vqa_rad_closed,base,Base,44,base_zero_shot,0,Where is the opacity located?,"Right of the midline, superior to the right hilum | not shown | uncertain | other",A,A,A,True,True,,,
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,46,Are liver findings normal?,yes | no |  | ,B,B,A,True,False,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,47,Is there a widened mediastinum?,yes | no |  | ,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,48,Can you evaluate a mediastinum in the shown image?,yes | no |  | ,A,A,B,True,False,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,49,Is the gallbladder present?,yes | no |  | ,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,50,Is the diaphragm obscured?,yes | no |  | ,A,A,B,True,False,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,51,Is this image normal or abnormal?,Abnormal | not shown | uncertain | other,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,52,Is there free air present?,yes | no |  | ,A,A,B,True,False,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,53,The lesion is isointense to what object normally found in the brain?,CSF | not shown | uncertain | other,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,54,Is the mediastinum visualized?,yes | no |  | ,A,A,B,True,False,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,55,Is the appendix normal in size?,yes | no |  | ,B,B,A,True,False,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,56,What is this lucency amid densities in the right lung?,The right bronchus | not shown | uncertain | other,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,57,Where is the tip of the line?,mid left subclavian vein | not shown | uncertain | other,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,58,Is the left lung field more radioopaque than the right side?,yes | no |  | ,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,59,Has the midline of the mediastinum shifted?,yes | no |  | ,A,A,B,True,False,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,60,What is the biological sex of the patient?,Female | not shown | uncertain | other,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,61,Do the kidneys appear to be normal?,yes | no |  | ,A,A,A,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,62,Is this a CT image?,yes | no |  | ,B,B,B,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
vqa_rad_closed,sync_fedavg,Sync,44,sync_fedavg_vqa_rad_closed_20260602_020327,63,Is the skull fractured?,yes | no |  | ,B,B,B,True,True,1.0,1.0,checkpoints/sync_fedavg_vqa_rad_closed_20260602_020327_best.pt
path_vqa_closed,base,Base,44,base_zero_shot,0,is jejunum present?,yes | no |  | ,A,A,B,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,1,do stress induce involution in baby with hyaline membrane disease?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,2,what are present?,extremities | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,3,is vasculature present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,4,"does the cortical bone forming the outer shell show concentric lamellae along with osteocytic lacunae surrounding central blood vessels, while the trabecular bone forming the marrow space shows trabeculae with osteoclastic activity at the margins?",yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,5,what shows uniform cells having high mitotic rate?,the tumour | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,6,what is present?,endocrine | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,7,what are present?,extremities | not shown | uncertain | other,B,B,A,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,8,is abdomen present?,yes | no |  | ,B,B,B,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,9,what is the necrotic ulcer base composed of?,granulation tissue overlaid by degraded blood | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,10,do a few areas show superficial invasive islands of malignant cells in the subepithelial soft tissues?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,11,does this image show lung?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,12,what does the abscess expand?,further causing necrosis of the cortex called sequestrum | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,13,what shows a hyper-segmented neutrophil with a six-lobed nucleus?,a peripheral blood smear | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,14,"does this image show intestine, leiomyoma?",yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,15,is hepatobiliary present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,16,is history present?,yes | no |  | ,A,A,B,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,17,is gastrointestinal present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,18,what is present?,respiratory | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,19,what is present?,gastrointestinal | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,20,what is present?,hematologic | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,21,is liver present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,22,where is this?,vasculature | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,23,does this image show obviously greatly swollen and pale kidney?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,24,what is present?,adrenal | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,25,where does this belong to?,endocrine system | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,26,is oral present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,27,does this image show sarcoplasmic reticulum?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,28,is this myoma present?,yes | no |  | ,B,B,B,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,29,what is present?,chronic myelogenous leukemia | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,30,what is present?,vasculature | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,31,"does linear fracture in occiput show kidney, acute tubular necrosis?",yes | no |  | ,B,B,B,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,32,what is present?,external view typical appearance but no tissue recognizable as ovary | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,33,is adenocarcinoma present?,yes | no |  | ,A,A,B,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,34,is plexiform lesion characteristic of advanced pulmonary hypertension seen in small arteries?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,35,is hematologic present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,36,is adrenal present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,37,what is present?,papillary intraductal adenocarcinoma | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,38,where is this in?,in vasculature | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,39,"are acute tubular epithelial cell injury with blebbing at the luminal pole, detachment of tubular cells from their underlying basement membranes, and granular present within the colon wall?",yes | no |  | ,A,A,B,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,40,is 70yof present?,yes | no |  | ,B,B,B,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,41,does this image show thermal burned skin?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,42,does myoma lesion show epulis fissuratum?,yes | no |  | ,B,B,B,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,43,where is this from?,female reproductive system | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,44,is intraductal papillomatosis with apocrine metaplasia present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,45,is varices present?,yes | no |  | ,A,A,B,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,46,what is present?,cardiovascular | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,47,where is this?,oral | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,48,is a barely seen vascular mass extruding from occipital region of skull arms and legs present?,yes | no |  | ,B,B,B,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,49,"did early (reversible) ischemic injury increase eosinophilia of cytoplasm, and swelling of occasional cells?",yes | no |  | ,A,A,B,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,50,"does endocrine show esohagus, candida?",yes | no |  | ,B,B,B,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,51,what is present?,oral | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,52,where is this?,pancreas | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,53,what does this image show?,body on autopsy table lesion that supposedly predicts premature coronary disease is easily seen | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,54,is malignant lymphoma present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,55,what induced discoloration?,tetracycline | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,56,"does lymphangiomatosis show cervix, squamous metaplasia?",yes | no |  | ,B,B,B,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,57,does this image show excellent invasive tumor with marked desmoplastic reaction?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,58,is this typical lesion present?,yes | no |  | ,A,A,B,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,59,what does this image show?,opened chest with breast plate removed easily seen air bubbles | not shown | uncertain | other,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,60,"does this image show lung fibrosis, scleroderma?",yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,61,are foci of metaplastic squamous epithelium seen at other places?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,base,Base,44,base_zero_shot,62,what is there?,moderate microcytosis and hypochromia | not shown | uncertain | other,B,B,A,True,False,,,
path_vqa_closed,base,Base,44,base_zero_shot,63,is vasculature present?,yes | no |  | ,A,A,A,True,True,,,
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,0,is jejunum present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,1,do stress induce involution in baby with hyaline membrane disease?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,2,what are present?,extremities | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,3,is vasculature present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,4,"does the cortical bone forming the outer shell show concentric lamellae along with osteocytic lacunae surrounding central blood vessels, while the trabecular bone forming the marrow space shows trabeculae with osteoclastic activity at the margins?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,5,what shows uniform cells having high mitotic rate?,the tumour | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,6,what is present?,endocrine | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,7,what are present?,extremities | not shown | uncertain | other,B,B,A,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,8,is abdomen present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,9,what is the necrotic ulcer base composed of?,granulation tissue overlaid by degraded blood | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,10,do a few areas show superficial invasive islands of malignant cells in the subepithelial soft tissues?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,11,does this image show lung?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,12,what does the abscess expand?,further causing necrosis of the cortex called sequestrum | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,13,what shows a hyper-segmented neutrophil with a six-lobed nucleus?,a peripheral blood smear | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,14,"does this image show intestine, leiomyoma?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,15,is hepatobiliary present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,16,is history present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,17,is gastrointestinal present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,18,what is present?,respiratory | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,19,what is present?,gastrointestinal | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,20,what is present?,hematologic | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,21,is liver present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,22,where is this?,vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,23,does this image show obviously greatly swollen and pale kidney?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,24,what is present?,adrenal | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,25,where does this belong to?,endocrine system | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,26,is oral present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,27,does this image show sarcoplasmic reticulum?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,28,is this myoma present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,29,what is present?,chronic myelogenous leukemia | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,30,what is present?,vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,31,"does linear fracture in occiput show kidney, acute tubular necrosis?",yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,32,what is present?,external view typical appearance but no tissue recognizable as ovary | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,33,is adenocarcinoma present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,34,is plexiform lesion characteristic of advanced pulmonary hypertension seen in small arteries?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,35,is hematologic present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,36,is adrenal present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,37,what is present?,papillary intraductal adenocarcinoma | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,38,where is this in?,in vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,39,"are acute tubular epithelial cell injury with blebbing at the luminal pole, detachment of tubular cells from their underlying basement membranes, and granular present within the colon wall?",yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,40,is 70yof present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,41,does this image show thermal burned skin?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,42,does myoma lesion show epulis fissuratum?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,43,where is this from?,female reproductive system | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,44,is intraductal papillomatosis with apocrine metaplasia present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,45,is varices present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,46,what is present?,cardiovascular | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,47,where is this?,oral | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
path_vqa_closed,caa_fedbuff_v2,CAA-v2,44,caa_fedbuff_v2_path_vqa_closed_20260602_025238,48,is a barely seen vascular mass extruding from occipital region of skull arms and legs present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/caa_fedbuff_v2_path_vqa_closed_20260602_025238_best.pt
